open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,symbol
2026-04-05 04:30:00,67188.51,67188.51,67130.28,67130.29,14.74703,2026-04-05 04:44:59.999,990396.2139851,7219,5.71847000,384059.23466810,0,BTCUSDT
2026-04-05 04:45:00,67130.29,67140.62,67086.68,67101.65,39.18643,2026-04-05 04:59:59.999,2629708.4793954,10419,19.42011000,1303242.75280000,0,BTCUSDT
2026-04-05 05:00:00,67101.65,67154.98,67095.01,67112.59,16.81444,2026-04-05 05:14:59.999,1128744.5583536,8552,7.32162000,491469.36069200,0,BTCUSDT
2026-04-05 05:15:00,67112.6,67134.01,67054.68,67095.0,153.01412,2026-04-05 05:29:59.999,10268068.2977648,11788,44.79110000,3005363.92452470,0,BTCUSDT
2026-04-05 05:30:00,67095.01,67109.14,67054.95,67085.48,164.75786,2026-04-05 05:44:59.999,11049776.6082516,9074,95.28367000,6390247.48036810,0,BTCUSDT
2026-04-05 05:45:00,67085.48,67098.9,66888.0,66931.65,131.80542,2026-04-05 05:59:59.999,8824153.6479811,16619,25.53266000,1709334.31499390,0,BTCUSDT
2026-04-05 06:00:00,66931.65,66940.0,66626.66,66660.33,242.13405,2026-04-05 06:14:59.999,16165702.4693478,36662,71.68473000,4785665.06425680,0,BTCUSDT
2026-04-05 06:15:00,66660.33,66777.79,66611.66,66763.88,135.42797,2026-04-05 06:29:59.999,9032905.510444,30217,73.37313000,4894429.94172850,0,BTCUSDT
2026-04-05 06:30:00,66763.87,66850.0,66763.87,66826.59,207.91211,2026-04-05 06:44:59.999,13893058.5936917,18916,117.26948000,7835988.75885200,0,BTCUSDT
2026-04-05 06:45:00,66826.58,66864.42,66800.0,66802.24,142.86722,2026-04-05 06:59:59.999,9547863.1305806,12501,56.29205000,3761828.77812290,0,BTCUSDT
2026-04-05 07:00:00,66802.24,66914.48,66802.24,66905.1,156.04418,2026-04-05 07:14:59.999,10431651.9064311,17334,130.83142000,8745412.18458270,0,BTCUSDT
2026-04-05 07:15:00,66905.09,66912.59,66800.01,66816.96,75.82614,2026-04-05 07:29:59.999,5068896.3834222,10144,25.01059000,1671612.34411030,0,BTCUSDT
2026-04-05 07:30:00,66816.96,66816.96,66715.43,66767.02,74.89598,2026-04-05 07:44:59.999,5000413.0191023,16620,24.97139000,1666990.01995140,0,BTCUSDT
2026-04-05 07:45:00,66767.02,66829.03,66740.39,66820.64,309.03262,2026-04-05 07:59:59.999,20637520.0449854,13062,188.99104000,12620734.01099800,0,BTCUSDT
2026-04-05 08:00:00,66820.64,66884.0,66819.42,66862.19,47.10954,2026-04-05 08:14:59.999,3149850.8434267,10068,29.37632000,1964190.72927150,0,BTCUSDT
2026-04-05 08:15:00,66862.19,66907.68,66862.18,66875.07,45.86183,2026-04-05 08:29:59.999,3067623.8314817,12045,27.40529000,1833000.01210950,0,BTCUSDT
2026-04-05 08:30:00,66875.08,66891.61,66840.66,66860.24,76.45272,2026-04-05 08:44:59.999,5112489.178463,15985,41.02196000,2743102.66903690,0,BTCUSDT
