open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,symbol
2026-04-05 04:30:00,2057.95,2057.95,2054.86,2055.34,301.0134,2026-04-05 04:44:59.999,619016.676658,8457,139.26220000,286345.19049100,0,ETHUSDT
2026-04-05 04:45:00,2055.33,2056.6,2054.48,2055.16,270.6642,2026-04-05 04:59:59.999,556310.730332,7917,131.91040000,271109.92781000,0,ETHUSDT
2026-04-05 05:00:00,2055.16,2056.83,2054.22,2054.44,1060.8599,2026-04-05 05:14:59.999,2180229.380493,8372,155.35750000,319352.42164400,0,ETHUSDT
2026-04-05 05:15:00,2054.45,2054.67,2051.11,2052.84,1564.2667,2026-04-05 05:29:59.999,3211748.640955,14657,397.42980000,815810.52596300,0,ETHUSDT
2026-04-05 05:30:00,2052.84,2053.39,2051.63,2052.89,422.2216,2026-04-05 05:44:59.999,866664.063093,8797,152.89220000,313821.31271700,0,ETHUSDT
2026-04-05 05:45:00,2052.9,2053.44,2047.21,2048.6,1295.3513,2026-04-05 05:59:59.999,2654963.395712,21583,373.94380000,766325.86719600,0,ETHUSDT
2026-04-05 06:00:00,2048.6,2048.93,2031.44,2033.24,5595.1773,2026-04-05 06:14:59.999,11408111.466265,61078,1886.91660000,3846969.39002500,0,ETHUSDT
2026-04-05 06:15:00,2033.25,2036.62,2027.75,2035.39,3492.9864,2026-04-05 06:29:59.999,7097454.557072,50219,1777.06740000,3611360.98127800,0,ETHUSDT
2026-04-05 06:30:00,2035.38,2040.07,2034.81,2039.33,1398.4572,2026-04-05 06:44:59.999,2849775.893463,20249,936.34250000,1907942.73038700,0,ETHUSDT
2026-04-05 06:45:00,2039.33,2039.89,2038.32,2038.32,548.4253,2026-04-05 06:59:59.999,1118257.106566,10276,296.96480000,605516.38799100,0,ETHUSDT
2026-04-05 07:00:00,2038.32,2042.11,2038.32,2041.83,689.007,2026-04-05 07:14:59.999,1406066.111102,15180,454.22340000,926913.80495700,0,ETHUSDT
2026-04-05 07:15:00,2041.83,2042.59,2038.92,2040.22,1045.6698,2026-04-05 07:29:59.999,2133932.941925,15835,479.18310000,977905.90468300,0,ETHUSDT
2026-04-05 07:30:00,2040.22,2040.22,2034.48,2036.3,1093.4619,2026-04-05 07:44:59.999,2226837.12984,23807,410.58720000,836050.09187800,0,ETHUSDT
2026-04-05 07:45:00,2036.3,2037.78,2034.84,2037.29,833.3602,2026-04-05 07:59:59.999,1697188.586521,15197,452.23680000,920924.32147500,0,ETHUSDT
2026-04-05 08:00:00,2037.29,2038.79,2035.91,2038.28,551.1032,2026-04-05 08:14:59.999,1122908.679657,12004,296.29980000,603744.01057700,0,ETHUSDT
2026-04-05 08:15:00,2038.28,2039.38,2037.3,2037.4,468.1672,2026-04-05 08:29:59.999,954285.965628,11093,190.21820000,387740.02647200,0,ETHUSDT
2026-04-05 08:30:00,2037.4,2039.28,2037.22,2037.64,475.4983,2026-04-05 08:44:59.999,969148.852509,10611,260.52120000,530972.84000900,0,ETHUSDT
2026-04-05 08:45:00,2037.64,2039.94,2037.64,2039.16,466.1083,2026-04-05 08:59:59.999,950180.432003,7459,218.08070000,444576.77483500,0,ETHUSDT
2026-04-05 09:00:00,2039.17,2042.43,2038.87,2040.09,670.4183,2026-04-05 09:14:59.999,1367938.470005,19733,343.30780000,700496.23233300,0,ETHUSDT
