timestamp,open,high,low,close,volume
2026-04-05 08:00:00,2037.29,2052.53,2035.91,2042.32,8916.0507
2026-04-05 12:00:00,2042.31,2069.89,2021.5,2053.85,37354.6547
2026-04-05 16:00:00,2053.85,2069.95,2048.69,2062.37,21390.3714
2026-04-05 20:00:00,2062.38,2123.49,2050.0,2110.17,61128.6087
2026-04-06 00:00:00,2110.17,2147.24,2110.17,2129.35,65862.4144
2026-04-06 04:00:00,2129.35,2141.0,2120.04,2134.9,40132.1583
2026-04-06 08:00:00,2134.91,2174.79,2133.42,2151.53,64975.0888
2026-04-06 12:00:00,2151.53,2169.6,2137.76,2164.65,75911.3132
2026-04-06 16:00:00,2164.65,2168.72,2123.6,2144.25,56698.6975
2026-04-06 20:00:00,2144.25,2155.06,2087.5,2107.16,52474.6172
2026-04-07 00:00:00,2107.16,2120.14,2093.64,2108.37,34808.2346
2026-04-07 04:00:00,2108.37,2119.21,2096.69,2104.04,24073.3793
2026-04-07 08:00:00,2104.03,2133.83,2082.35,2089.58,52681.4772
2026-04-07 12:00:00,2089.58,2093.17,2060.24,2080.06,76548.9624
2026-04-07 16:00:00,2080.07,2116.65,2077.52,2113.39,55202.1323
2026-04-07 20:00:00,2113.39,2273.87,2110.68,2240.01,216780.6235
2026-04-08 00:00:00,2240.01,2251.39,2228.24,2234.68,71283.3269
2026-04-08 04:00:00,2234.68,2260.76,2234.68,2253.76,59756.0098
2026-04-08 08:00:00,2253.76,2263.35,2237.12,2247.23,52326.6102
2026-04-08 12:00:00,2247.23,2270.55,2186.61,2215.45,129483.0314
2026-04-08 16:00:00,2215.44,2239.5,2197.7,2211.04,53536.308
2026-04-08 20:00:00,2211.03,2222.55,2179.78,2190.0,38332.3458
2026-04-09 00:00:00,2190.0,2193.79,2162.0,2182.49,34908.9725
2026-04-09 04:00:00,2182.49,2188.99,2175.6,2181.14,24256.0905
2026-04-09 08:00:00,2181.14,2197.7,2176.37,2180.26,33344.5829
2026-04-09 12:00:00,2180.26,2225.0,2157.31,2217.99,76023.3606
2026-04-09 16:00:00,2218.0,2229.4,2193.0,2216.42,57199.04
2026-04-09 20:00:00,2216.42,2246.0,2183.33,2190.2,49585.9038
2026-04-10 00:00:00,2190.17,2204.1,2176.1,2186.06,33173.2947
2026-04-10 04:00:00,2186.05,2203.11,2176.4,2179.28,31613.9975
2026-04-10 08:00:00,2179.27,2224.28,2177.13,2215.65,47671.2334
2026-04-10 12:00:00,2215.66,2257.99,2208.18,2224.27,95750.7477
2026-04-10 16:00:00,2224.28,2256.0,2221.46,2253.17,37702.4223
2026-04-10 20:00:00,2253.17,2257.14,2235.41,2245.05,26987.3902
2026-04-11 00:00:00,2245.06,2252.15,2234.81,2237.17,19355.1058
2026-04-11 04:00:00,2237.18,2242.93,2229.0,2232.6,22477.3402
2026-04-11 08:00:00,2232.6,2249.31,2232.14,2246.11,22661.8276
2026-04-11 12:00:00,2246.12,2256.11,2233.72,2249.54,18996.8388
2026-04-11 16:00:00,2249.54,2329.93,2246.53,2315.96,89257.1086
2026-04-11 20:00:00,2315.96,2317.14,2276.47,2284.99,42037.1829
2026-04-12 00:00:00,2285.0,2288.57,2207.06,2213.71,91337.4612
2026-04-12 04:00:00,2213.7,2216.5,2209.08,2213.82,7768.3063
